Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
Chester Rogers,IND,WR,14,434,31,39.6,0,7.8,4.4,7.8,27.3,6.3
AJ Derby,DEN,TE,10,226,22.6,21,0,8.8,7.1,8.8,14,6.2
Jesse James,PIT,TE,16,855,53.4,78.9,0,7,4.6,7,51.8,6.1
Jermaine Gresham,ARI,TE,16,835,52.2,72.5,0,7.3,4.4,7.3,51.1,6.1
Ben Koyack,JAX,TE,14,362,25.9,32.6,0,6.6,5.2,6.6,22.1,6.1
Virgil Green,DEN,TE,12,493,41.1,45.7,0,7.5,4.5,7.5,29.7,6
Cecil Shorts,TB,WR,9,252,28,22.2,0,10.7,4.4,10.7,15.2,6
Nelson Agholor,PHI,WR,15,883,58.9,77.9,0.6,7.8,4.6,8.4,51.9,5.9
Quinton Patton,SF,WR,14,701,50.1,67.8,0,9,5.3,9,40.8,5.8
Darren Fells,ARI,TE,14,370,26.4,32.1,0,4.9,3.8,4.9,21.4,5.8
Josh Hill,NO,TE,9,362,40.2,31.5,0,6.1,4.1,6.1,20.9,5.8
Andy Janovich,DEN,FB,11,235,21.4,21.8,1.7,3,3.8,4.7,13.7,5.8
Chris Harper,SF,WR,9,229,25.4,38.8,0,9.2,5.7,9.2,13.3,5.8
Charles Johnson,MIN,WR,16,406,25.4,38.6,0,9.1,4.9,9.1,23.2,5.7
Corey Brown,CAR,WR,16,584,36.5,52.7,0.3,9.1,5,9.4,32.2,5.5
Vincent Jackson,TB,WR,5,313,62.6,27.5,0,10.2,4.8,10.2,17.3,5.5
Crockett Gillmore,BAL,TE,7,246,35.1,21.7,0,5.7,3.3,5.7,13.1,5.3
Walter Powell,BUF,WR,9,296,32.9,27.8,0,8.4,4.7,8.4,14.2,4.8
