Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
Mario Manningham,SF,WR,6,148,24.7,34,0,15.5,6.1,15.5,8.5,5.7
Fred Davis,WAS,TE,10,238,23.8,20.8,0,7.6,2.9,7.6,13,5.5
Matt Spaeth,PIT,TE,4,131,32.8,52.8,0,1.5,0.8,1.5,7.1,5.4
Ed Dickson,BAL,TE,16,629,39.3,55.4,0,6.8,4,6.8,33.3,5.3
Anthony Sherman,KC,FB,16,386,24.1,35.8,0.5,6.2,5.2,6.7,19.8,5.1
Juron Criner,OAK,WR,1,63,63,9.6,0,12.7,4.8,12.7,3.2,5.1
Logan Paulsen,WAS,TE,16,809,50.6,70.7,0,6.2,3.5,6.2,40.7,5
Stephen Burton,JAX,WR,4,133,33.2,15.6,0.8,9.8,6.8,10.5,6.7,5
Bruce Miller,SF,FB,14,519,37.1,59.3,1.3,6.9,6.2,8.3,25.6,4.9
John Kuhn,GB,FB,15,322,21.5,28.7,3.1,5.9,7.1,9,15.9,4.9
Brice Butler,OAK,WR,10,210,21,20.3,0,8.1,4.3,8.1,10.3,4.9
Gary Barnidge,CLE,TE,16,527,32.9,47.6,0,3.4,2.5,3.4,24.7,4.7
Miles Austin,DAL,WR,11,524,47.6,52.6,0,9.4,4.6,9.4,24.4,4.7
Jim Dray,ARI,TE,16,686,42.9,63.3,0,4.7,3.8,4.7,31.5,4.6
Ryan Broyles,DET,WR,6,188,31.3,32.9,0,7.4,4.3,7.4,8.5,4.5
Kyle Williams,KC,WR,10,317,31.7,50.5,0.6,8.5,4.4,9.1,13.6,4.3
Chris Owusu,TB,WR,9,263,29.2,34.2,0,7.6,4.9,7.6,11.4,4.3
James Develin,NE,RB,16,322,20.1,26.9,1.2,1.2,2.5,2.5,13.2,4.1
