Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
Marques Colston,NO,WR,15,0,0,0,1,0,84,1022,7,0,9.6,144.3
Santana Moss,WAS,WR,16,0,0,0,-6,0,93,1115,6,2,8.9,142.9
Antonio Gates,LAC,TE,10,0,0,0,0,0,50,782,10,0,13.8,138.2
Jahvid Best,DET,RB,16,0,0,0,555,4,58,487,2,1,8.6,138.2
Brandon Jacobs,NYG,RB,16,0,0,0,823,9,7,59,0,2,8.6,138.2
Thomas Jones,KC,RB,16,0,0,0,896,6,14,122,0,1,8.5,135.8
Vernon Davis,SF,TE,16,0,0,0,0,0,56,914,7,0,8.5,135.4
Felix Jones,DAL,RB,16,0,0,0,800,1,48,450,1,1,8.4,135
Alex Smith,SF,QB,11,2370,14,10,60,0,0,0,0,2,12.3,134.8
Percy Harvin,MIN,WR,14,0,0,0,107,1,71,868,5,1,9.5,133.5
Michael Bush,OAK,RB,14,0,0,0,655,8,18,194,0,0,9.5,132.9
Braylon Edwards,NYJ,WR,16,0,0,0,4,0,53,904,7,1,8.3,132.8
LeGarrette Blount,TB,RB,13,0,0,0,1007,6,5,14,0,3,10.2,132.1
Kenny Britt,TEN,WR,12,0,0,0,0,0,42,775,9,1,11,131.5
Brandon Jackson,GB,RB,16,0,0,0,703,3,43,342,1,0,8,128.5
Wes Welker,NE,WR,15,0,0,0,0,0,86,848,7,0,8.5,127.8
Danny Woodhead,NE,RB,15,0,0,0,547,5,34,379,1,1,8.4,126.6
Marcedes Lewis,JAX,TE,16,0,0,0,0,0,58,700,10,2,7.9,126
Johnny Knox,CHI,WR,16,0,0,0,2,0,51,960,5,1,7.8,124.2
Anquan Boldin,BAL,WR,16,-6,0,0,2,0,64,837,7,1,7.7,123.66
Ronnie Brown,MIA,RB,16,0,0,0,734,5,33,242,0,2,7.7,123.6
Lance Moore,NO,WR,16,0,0,0,0,0,66,763,8,1,7.6,122.3
Derrick Mason,BAL,WR,16,0,0,0,0,0,61,802,7,0,7.6,122.2
Ryan Torain,WAS,RB,10,0,0,0,742,4,18,125,2,1,12.1,120.7
Ryan Mathews,LAC,RB,12,0,0,0,678,7,22,145,0,3,9.9,118.3
Brandon Marshall,MIA,WR,14,0,0,0,3,0,86,1014,3,1,8.4,117.7
Marshawn Lynch,SEA,RB,16,0,0,0,737,6,22,145,0,4,7.3,116.2
Deion Branch,NE,WR,15,0,0,0,0,0,61,818,6,1,7.7,115.8
Pierre Garcon,IND,WR,14,0,0,0,6,0,67,784,6,0,8.2,115
Rob Gronkowski,NE,TE,16,0,0,0,0,0,42,546,10,1,7,112.6
Mike Thomas,JAX,WR,16,0,0,0,114,0,66,820,4,3,7,111.4
Austin Collie,IND,WR,9,0,0,0,0,0,58,649,8,1,12.3,110.9
Michael Crabtree,SF,WR,16,0,0,0,0,0,55,741,6,0,6.9,110.1
Tim Hightower,ARI,RB,16,0,0,0,736,5,21,136,0,4,6.8,109.2
Kerry Collins,TEN,QB,10,1823,14,8,1,0,0,0,0,3,10.9,109.02
Santonio Holmes,NYJ,WR,12,0,0,0,17,0,52,746,6,2,9,108.3
Malcom Floyd,LAC,WR,11,0,0,0,0,0,37,717,6,0,9.8,107.7
Davone Bess,MIA,WR,16,0,0,0,-3,0,79,820,5,2,6.7,107.7
Chad Johnson,CIN,WR,14,0,0,0,0,0,67,831,4,0,7.6,107.1
Nate Washington,TEN,WR,16,0,0,0,-8,0,42,687,6,0,6.5,103.9
Hines Ward,PIT,WR,16,0,0,0,-2,0,59,755,5,1,6.5,103.3
Anthony Armstrong,WAS,WR,15,0,0,0,0,0,44,871,3,1,6.9,103.1
Kellen Winslow,TB,TE,16,0,0,0,0,0,66,730,5,0,6.4,103
Chris Cooley,WAS,TE,16,0,0,0,0,0,77,849,3,1,6.4,102.9
Nate Burleson,DET,WR,14,0,0,0,81,0,55,625,6,2,7.3,102.6
Tony Gonzalez,ATL,TE,16,0,0,0,0,0,70,656,6,0,6.4,101.6
Jabar Gaffney,DEN,WR,16,0,0,0,0,0,65,875,2,0,6.2,99.5
Chris Ivory,NO,RB,12,0,0,0,716,5,1,17,0,2,8.3,99.3
Tony Romo,DAL,QB,6,1605,11,7,38,0,0,11,0,0,16.5,99.1
Tim Tebow,DEN,QB,9,654,5,3,227,6,0,0,0,0,11,98.86
Dustin Keller,NYJ,TE,16,0,0,0,0,0,55,687,5,0,6.2,98.7
Zach Miller,OAK,TE,15,0,0,0,0,0,60,685,5,0,6.6,98.5
Jonathan Stewart,CAR,RB,14,0,0,0,770,2,8,103,1,4,7,97.3
Brett Favre,MIN,QB,13,2509,11,19,8,0,0,0,0,5,7.5,97.16
Aaron Hernandez,NE,TE,14,0,0,0,47,0,45,563,6,0,6.9,97
Shonn Greene,NYJ,RB,15,0,0,0,766,2,16,120,0,2,6.4,96.6
Brandon Pettigrew,DET,TE,16,0,0,0,0,0,71,722,4,0,6,96.2
Mike Sims-Walker,JAX,WR,14,0,0,0,0,0,43,562,7,1,6.9,96.2
James Jones,GB,WR,16,0,0,0,0,0,50,679,5,1,6,95.9
Ricky Williams,MIA,RB,16,0,0,0,673,2,19,141,1,2,6,95.4
Cadillac Williams,TB,RB,16,0,0,0,437,2,46,355,1,1,6,95.2
Robert Meachem,NO,WR,16,0,0,0,14,0,44,638,5,0,6,95.2
Benjamin Watson,CLE,TE,16,0,0,0,-1,0,68,763,3,0,5.9,94.2
Danny Amendola,LAR,WR,16,0,0,0,81,0,85,689,3,1,5.8,93
Jason Snelling,ATL,RB,14,0,0,0,324,2,44,303,3,0,6.6,92.7
Rashad Jennings,JAX,RB,13,0,0,0,459,4,26,223,0,0,7.1,92.2
Kevin Walter,HOU,WR,16,0,0,0,0,0,51,621,5,0,5.8,92.1
Dez Bryant,DAL,WR,12,0,0,0,0,0,45,561,6,1,7.5,90.1
Colt McCoy,CLE,QB,8,1576,6,9,136,1,1,13,0,0,11.2,89.94
Todd Heap,BAL,TE,13,0,0,0,0,0,40,599,5,0,6.9,89.9
Justin Forsett,SEA,RB,16,0,0,0,523,2,33,249,0,0,5.6,89.2
Derek Anderson,ARI,QB,12,2065,7,10,25,0,0,0,0,3,7.4,89.1
Vince Young,TEN,QB,9,1255,10,3,125,0,0,0,0,4,9.9,88.7
Mike Goodson,CAR,RB,16,0,0,0,452,3,40,310,0,3,5.5,88.2
Steve Breaston,ARI,WR,13,17,0,0,35,1,47,718,1,0,6.8,87.98
Mike Williams,SEA,WR,14,0,0,0,0,0,65,751,2,0,6.2,87.1
Jacob Tamme,IND,TE,16,0,0,0,0,0,67,631,4,0,5.4,87.1
Keiland Williams,WAS,RB,15,0,0,0,261,3,39,309,2,1,5.7,85
Darren Sproles,LAC,RB,16,0,0,0,267,0,59,520,2,3,5.3,84.7
Jacoby Ford,OAK,WR,16,0,0,0,155,2,25,470,2,1,5.3,84.5
Joseph Addai,IND,RB,8,0,0,0,495,4,19,124,0,1,10.5,83.9
Eddie Royal,DEN,WR,16,0,0,0,61,0,59,627,3,2,5.2,82.8
Donald Brown,IND,RB,13,0,0,0,497,2,20,205,0,0,6.3,82.2
Josh Morgan,SF,WR,16,0,0,0,17,0,44,698,2,1,5.1,81.5
Kevin Boss,NYG,TE,15,0,0,0,0,0,35,531,5,1,5.4,81.1
Roy Williams,DAL,WR,15,0,0,0,0,0,37,530,5,2,5.4,81
Maurice Morris,DET,RB,14,0,0,0,336,5,25,170,0,0,5.8,80.6
Lee Evans,BUF,WR,13,0,0,0,0,0,37,578,4,1,6.1,79.8
Ben Obomanu,SEA,WR,15,0,0,0,17,0,30,494,4,0,5.3,79.1
Brian Westbrook,SF,RB,14,0,0,0,340,4,16,150,1,0,5.6,79
Donald Driver,GB,WR,15,0,0,0,0,0,51,565,4,1,5.2,78.5
Jordan Shipley,CIN,WR,15,0,0,0,0,0,52,600,3,0,5.2,78
Troy Smith,SF,QB,6,1176,5,4,121,1,0,0,0,0,12.9,77.14
Jacoby Jones,HOU,WR,15,0,0,0,7,0,51,562,3,0,5.1,76.9
Brandon Gibson,LAR,WR,14,0,0,0,28,0,53,620,2,0,5.5,76.8
Anthony Fasano,MIA,TE,15,0,0,0,0,0,39,528,4,0,5.1,76.8
Louis Murphy,OAK,WR,14,0,0,0,43,0,41,609,2,1,5.4,75.2
Willis McGahee,BAL,RB,15,0,0,0,377,5,14,55,1,2,5,75.2
Brent Celek,PHI,TE,16,0,0,0,0,0,42,511,4,0,4.7,75.1
Earl Bennett,CHI,WR,14,0,0,0,9,0,46,561,3,0,5.4,75
Devin Hester,CHI,WR,16,0,0,0,30,0,40,475,4,0,4.7,74.5
John Kuhn,GB,FB,16,0,0,0,281,4,15,97,2,0,4.6,73.8
Joel Dreessen,HOU,TE,16,0,0,0,0,0,36,517,4,1,4.6,73.7
Tony Moeaki,KC,TE,15,0,0,0,0,0,47,556,3,0,4.9,73.6
Jermaine Gresham,CIN,TE,15,0,0,0,0,0,52,471,4,1,4.7,71.1
Steve Smith,NYG,WR,9,0,0,0,0,0,48,529,3,0,7.9,70.9
Randy Moss,TEN,WR,16,0,0,0,0,0,28,393,5,0,4.3,69.3
David Gettis,CAR,WR,15,0,0,0,2,0,37,508,3,0,4.6,69
Greg Olsen,CHI,TE,16,0,0,0,0,0,41,404,5,1,4.3,68.4
Brian Hartline,MIA,WR,12,0,0,0,27,0,43,615,1,1,5.7,68.2
Marcel Reece,OAK,FB,16,0,0,0,122,1,25,333,3,1,4.2,67.5
Marion Barber,DAL,RB,13,0,0,0,374,4,11,49,0,0,5.1,66.3
Jimmy Graham,NO,TE,15,0,0,0,3,0,31,356,5,0,4.4,65.9
Blair White,IND,WR,13,0,0,0,0,0,36,355,5,0,5,65.5
Brandon Tate,NE,WR,16,0,0,0,62,0,24,432,3,1,4.1,65.4
Jason Avant,PHI,WR,16,0,0,0,0,0,51,573,1,0,4.1,65.3
Visanthe Shiancoe,MIN,TE,16,0,0,0,0,0,47,530,2,0,4.1,65
Steve Smith,CAR,WR,14,0,0,0,9,0,46,554,2,2,4.6,64.3
Jordy Nelson,GB,WR,16,0,0,0,0,0,45,582,2,3,4,64.2
Mohamed Massaquoi,CLE,WR,15,29,1,0,-3,0,36,483,2,1,4.2,63.16
Deon Butler,SEA,TE,13,0,0,0,6,0,36,385,4,0,4.9,63.1
Kevin Kolb,PHI,QB,7,1197,7,7,68,0,0,0,0,3,9,62.68
Michael Jenkins,ATL,WR,11,0,0,0,0,0,41,505,2,0,5.7,62.5
Derrick Ward,HOU,RB,16,0,0,0,315,4,7,61,0,0,3.8,61.6
Heath Miller,PIT,TE,14,0,0,0,0,0,42,512,2,1,4.4,61.2
Correll Buckhalter,DEN,RB,15,0,0,0,147,2,28,240,2,1,4,60.7
Owen Daniels,HOU,TE,11,0,0,0,0,0,38,471,2,0,5.4,59.1
Chris Wells,ARI,RB,13,0,0,0,397,2,5,74,0,0,4.5,59.1
Pierre Thomas,NO,RB,6,0,0,0,269,2,29,201,0,0,9.8,59
Jeremy Shockey,NO,TE,13,0,0,0,0,0,41,409,3,0,4.5,58.9
Brandon LaFell,CAR,WR,14,0,0,0,60,0,38,468,1,0,4.2,58.8
Chester Taylor,CHI,RB,16,0,0,0,267,3,20,139,0,0,3.7,58.6
Jimmy Clausen,CAR,QB,13,1558,3,9,57,0,0,0,0,2,4.5,58.02
TJ Houshmandzadeh,BAL,WR,16,0,0,0,0,0,30,398,3,0,3.6,57.8
Patrick Crayton,LAC,WR,9,0,0,0,0,0,28,514,1,0,6.4,57.4
Drew Stanton,DET,QB,6,780,4,3,113,1,0,0,0,1,9.4,56.5
Arrelious Benn,TB,WR,15,0,0,0,35,0,25,395,2,0,3.7,55
Jerricho Cotchery,NYJ,WR,14,0,0,0,-3,0,41,433,2,0,3.9,55
Roscoe Parrish,BUF,WR,8,0,0,0,23,0,33,400,2,0,6.8,54.3
Bo Scaife,TEN,TE,14,0,0,0,0,0,36,318,4,1,3.8,53.8
David Nelson,BUF,WR,15,0,0,0,0,0,31,353,3,0,3.6,53.3
Devery Henderson,NO,WR,16,0,0,0,8,0,34,464,1,0,3.3,53.2
Dallas Clark,IND,TE,6,0,0,0,0,0,37,347,3,0,8.8,52.7
Rex Grossman,WAS,QB,4,884,7,4,6,0,0,0,0,4,13,51.96
Javarris James,IND,RB,10,0,0,0,112,6,9,63,0,1,5.2,51.5
Tashard Choice,DAL,RB,16,0,0,0,243,3,17,109,0,1,3.2,51.2
Daniel Fells,LAR,TE,16,0,0,0,0,0,41,391,2,0,3.2,51.1
Matthew Stafford,DET,QB,3,535,6,1,11,1,0,0,0,1,16.8,50.5
Bruce Gradkowski,OAK,QB,6,1059,5,7,41,0,0,0,0,1,8.4,50.46
Fred Davis,WAS,TE,16,0,0,0,0,0,21,316,3,0,3.1,49.6
Brian Robiskie,CLE,WR,14,0,0,0,0,0,29,310,3,0,3.5,49
Toby Gerhart,MIN,RB,15,0,0,0,322,1,21,167,0,3,3.3,48.9
Emmanuel Sanders,PIT,WR,13,0,0,0,0,0,28,376,2,1,3.7,47.6
DeAngelo Williams,CAR,RB,6,0,0,0,361,1,11,61,0,1,7.7,46.2
Jerome Harrison,PHI,RB,12,0,0,0,330,1,12,85,0,1,3.8,45.5
Darrius Heyward-Bey,OAK,WR,15,0,0,0,48,0,26,366,1,1,3,45.4
Laurent Robinson,LAR,WR,14,0,0,0,-14,0,34,344,2,0,3.2,45
Vincent Jackson,LAC,WR,5,0,0,0,14,0,14,248,3,0,8.8,44.2
CJ Spiller,BUF,RB,14,0,0,0,283,0,24,157,1,3,3.1,44
Mark Clayton,LAR,WR,5,0,0,0,6,0,23,306,2,0,8.6,43.2
Legedu Naanee,LAC,WR,10,0,0,0,-2,0,23,371,1,1,4.3,42.9
Joshua Cribbs,CLE,WR,15,19,0,0,66,0,23,292,1,0,2.8,42.56
Brad Smith,NYJ,WR,16,6,1,0,299,1,4,44,0,1,2.7,42.54
Jared Cook,TEN,TE,16,0,0,0,0,0,29,361,1,0,2.6,42.1
Isaac Redman,PIT,RB,16,0,0,0,247,0,9,72,2,1,2.6,41.9
Jerome Simpson,CIN,WR,5,0,0,0,2,0,20,277,3,2,8.4,41.9
Tony Scheffler,DET,TE,15,0,0,0,0,0,45,378,1,1,2.8,41.8
Seneca Wallace,CLE,QB,8,694,4,2,9,0,1,9,0,0,5.2,41.56
Andre Roberts,ARI,WR,15,0,0,0,0,0,24,307,2,1,2.7,40.7
Javon Ringer,TEN,RB,16,0,0,0,239,2,7,44,0,0,2.5,40.3
Clinton Portis,WAS,RB,5,0,0,0,227,2,5,55,0,0,8,40.2
Sidney Rice,MIN,WR,6,0,0,0,0,0,17,280,2,0,6.7,40
Bernard Scott,CIN,RB,16,0,0,0,299,1,11,60,0,1,2.5,39.9
Reggie Bush,NO,RB,8,0,0,0,150,0,34,208,1,1,5,39.8
Ladell Betts,NO,RB,8,0,0,0,150,2,23,141,0,1,4.9,39.1
Seyi Ajirotutu,LAC,WR,10,0,0,0,0,0,13,262,2,0,3.8,38.2
John Carlson,SEA,TE,15,0,0,0,0,0,31,318,1,0,2.5,37.8
Chansi Stuckey,CLE,WR,16,0,0,0,9,1,40,346,0,2,2.3,37.5
Joe Webb,MIN,QB,5,477,0,3,120,2,0,0,0,0,7.4,37.08
Earnest Graham,TB,RB,12,2,1,0,99,1,16,130,1,1,3.1,36.98
Anthony Dixon,SF,RB,16,0,0,0,237,2,5,11,0,0,2.3,36.8
Danario Alexander,LAR,WR,8,0,0,0,0,0,20,306,1,0,4.6,36.6
Charlie Whitehurst,SEA,QB,6,507,2,3,43,1,0,0,0,0,6.1,36.58
Demaryius Thomas,DEN,WR,10,0,0,0,1,0,22,283,2,2,3.6,36.4
Evan Moore,CLE,TE,12,0,0,0,0,0,16,322,1,1,3,36.2
Jermichael Finley,GB,TE,5,0,0,0,0,0,21,301,1,0,7.2,36.1
Early Doucet,ARI,WR,10,0,0,0,5,0,26,291,1,0,3.6,35.6
Brandon Stokley,SEA,WR,11,0,0,0,0,0,31,354,0,0,3.2,35.4
Antwaan Randle El,PIT,WR,16,42,2,0,2,0,22,253,0,0,2.2,35.18
Micheal Spurlock,TB,WR,16,0,0,0,0,0,17,250,2,1,2.2,35
Harry Douglas,ATL,WR,16,0,0,0,-5,0,22,294,1,0,2.2,34.9
Kenneth Darby,LAR,RB,14,0,0,0,107,2,10,61,1,0,2.5,34.8
Brian Finneran,ATL,WR,16,0,0,0,0,0,19,166,3,0,2.2,34.6
Mewelde Moore,PIT,RB,15,0,0,0,99,0,26,205,0,0,2.3,34.4
Randy McMichael,LAC,TE,16,0,0,0,0,0,20,221,2,0,2.1,34.1
David Thomas,NO,TE,13,0,0,0,0,0,30,219,2,0,2.6,33.9
John Skelton,ARI,QB,5,662,2,2,49,0,0,0,0,1,6.7,33.38
Matt Moore,CAR,QB,6,857,5,10,25,0,0,0,0,2,5.5,32.78
Justin Gage,TEN,WR,11,0,0,0,0,0,20,266,1,0,3,32.6
Michael Hoomanawanui,LAR,TE,8,0,0,0,0,0,13,146,3,0,4.1,32.6
Andre Caldwell,CIN,WR,15,0,0,0,-2,0,25,345,0,1,2.2,32.3
Dexter McCluster,KC,RB,11,0,0,0,71,0,21,209,1,1,2.9,32
Craig Davis,LAC,WR,7,0,0,0,0,0,21,259,1,0,4.6,31.9
Jason Hill,JAX,WR,8,0,0,0,0,0,11,248,1,0,3.8,30.8
Delanie Walker,SF,TE,14,0,0,0,13,0,27,312,0,1,2.2,30.5
Greg Camarillo,MIN,WR,16,0,0,0,0,0,20,240,1,0,1.9,30
Tyler Thigpen,MIA,RB,5,435,2,2,73,0,0,0,0,0,5.7,28.7
Zach Miller,JAX,TE,15,0,0,0,9,0,20,216,1,0,1.9,28.5
LaRod Stephens-Howling,ARI,RB,13,0,0,0,113,1,16,111,0,0,2.2,28.4
Derek Hagan,NYG,WR,7,0,0,0,0,0,24,223,1,0,4,28.3
Andrew Quarless,GB,TE,13,0,0,0,0,0,21,238,1,1,2.1,27.8
Donald Jones,BUF,WR,15,0,0,0,1,0,18,213,1,0,1.8,27.4
Chris Chambers,KC,WR,13,0,0,0,0,0,22,213,1,0,2.1,27.3
Mike Hart,IND,RB,7,0,0,0,185,1,6,25,0,0,3.9,27
Jake Delhomme,CLE,QB,5,872,2,7,-2,0,0,0,0,1,5.3,26.68
Billy Bajema,LAR,TE,13,0,0,0,0,0,14,145,2,0,2,26.5
Jacob Hester,LAC,RB,15,0,0,0,60,0,22,145,1,0,1.8,26.5
Julius Jones,NO,RB,12,0,0,0,223,0,17,59,0,1,2.2,26.2
Dante Rosario,CAR,TE,16,0,0,0,-2,0,32,264,0,0,1.6,26.2
Martellus Bennett,DAL,TE,16,0,0,0,0,0,33,260,0,0,1.6,26
Tarvaris Jackson,MIN,QB,3,341,3,4,63,0,0,0,0,0,8.6,25.94
Matt Flynn,GB,QB,7,433,3,2,26,0,0,0,0,1,3.7,25.92
Brian Leonard,CIN,RB,11,0,0,0,61,0,20,137,1,0,2.3,25.8
Kevin Smith,DET,RB,6,0,0,0,133,0,11,123,0,0,4.3,25.6
Stephen McGee,DAL,QB,2,238,2,0,74,0,0,0,0,0,12.5,24.92
Trent Edwards,JAX,QB,5,521,2,5,58,0,0,0,0,0,4.9,24.64
Mike Sellers,WAS,TE,16,0,0,0,2,0,20,224,0,0,1.5,24.6
Bernard Berrian,MIN,WR,14,0,0,0,-8,0,28,252,0,0,1.7,24.4
Craig Stevens,TEN,TE,15,0,0,0,0,0,11,122,2,0,1.6,24.2
Jeff King,CAR,TE,16,0,0,0,0,0,19,121,2,0,1.5,24.1
Travis Beckum,NYG,TE,16,0,0,0,0,0,13,116,2,0,1.5,23.6
Ted Ginn,SF,WR,13,0,0,0,11,0,12,163,1,0,1.8,23.4
Kelley Washington,LAC,WR,8,0,0,0,0,0,13,173,1,0,2.9,23.3
Donald Lee,GB,TE,15,0,0,0,0,0,11,73,3,1,1.6,23.3
Golden Tate,SEA,WR,11,0,0,0,4,0,21,227,0,0,2.1,23.1
